id,olng,olat,dlng,dlat,Ts,OnD,Tr,Cep,Tp,Td,WT,VT,D
29,-71.118953,42.373568,-71.086319,42.362396,319.5,True,1800.0946267902211,1800.0946267902211,1946.1,2266.2,146.00537320977878,320.0999999999999,1.0018779342723
30,-71.086319,42.362396,-71.103823,42.354241,163.4,True,1801.742995655915,1801.742995655915,1950.1,2115.2,148.357004344085,165.0999999999999,1.0104039167686654
31,-71.102711,42.364923,-71.104143,42.379222,201.5,True,1815.985149459891,1815.985149459891,1919.1,2120.6,103.11485054010882,201.5,1.0
32,-71.118953,42.373568,-71.086319,42.362396,319.5,True,1833.8882614404301,1833.8882614404301,2069.2,2502.3,235.31173855956968,433.10000000000036,1.3555555555555567
33,-71.118953,42.373568,-71.086319,42.362396,319.5,True,1840.7874155003938,1840.7874155003938,1860,2397.1,19.212584499606237,537.0999999999999,1.6810641627543033
34,-71.093499,42.359121,-71.118953,42.373568,192.8,True,1895.4832276159793,1895.4832276159793,2008.0,2200.8,112.51677238402067,192.80000000000018,1.0000000000000009
35,-71.093499,42.359121,-71.118953,42.373568,192.8,True,1909.4949582520887,1909.4949582520887,1931.6,2124.4,22.105041747911173,192.80000000000018,1.0000000000000009
36,-71.103823,42.354241,-71.089973,42.368276,223.4,True,1934.8648952080239,1934.8648952080239,2115.2,2339.9,180.33510479197594,224.70000000000027,1.0058191584601623
37,-71.089973,42.368276,-71.102711,42.364923,152.6,True,2011.7590328400013,2011.7590328400013,2239.2,2391.5,227.44096715999854,152.30000000000018,0.9980340760157286
38,-71.090304,42.362369,-71.101767,42.359878,104.5,True,2080.2227396000517,2080.2227396000517,2158.5,2263.4,78.27726039994832,104.90000000000009,1.003827751196173
39,-71.089973,42.368276,-71.102711,42.364923,152.6,True,2091.702120080103,2091.702120080103,2339.9,2492.5,248.19787991989688,152.5999999999999,0.9999999999999994
40,-71.101767,42.359878,-71.085837,42.360482,174.7,True,2156.941763466727,2156.941763466727,2263.4,2439.6,106.45823653327307,176.19999999999982,1.008586147681739
41,-71.103823,42.354241,-71.089973,42.368276,223.4,True,2237.2724043665717,2237.2724043665717,2429.6,2653.0,192.32759563342825,223.4000000000001,1.0000000000000004
42,-71.102711,42.364923,-71.093499,42.359121,76.7,True,2242.440659164105,2242.440659164105,2341.2,2417.9,98.75934083589482,76.70000000000027,1.0000000000000036
43,-71.089973,42.368276,-71.102711,42.364923,152.6,True,2268.7737390769003,2268.7737390769003,2339.9,2492.5,71.12626092309984,152.5999999999999,0.9999999999999994
44,-71.103823,42.354241,-71.089973,42.368276,223.4,True,2275.712275888567,2275.712275888567,2563.2,2788.2,287.4877241114327,225.0,1.0071620411817368
45,-71.089973,42.368276,-71.102711,42.364923,152.6,True,2282.3633487218945,2282.3633487218945,2339.9,2492.5,57.53665127810564,152.5999999999999,0.9999999999999994
46,-71.090304,42.362369,-71.101767,42.359878,104.5,True,2282.476548240866,2282.476548240866,2519.4,2624.3,236.92345175913397,104.90000000000009,1.003827751196173
47,-71.090304,42.362369,-71.101767,42.359878,104.5,True,2307.9226742498963,2307.9226742498963,2500.8,2605.3,192.87732575010386,104.5,1.0
48,-71.118953,42.373568,-71.086319,42.362396,319.5,True,2317.708475753112,2317.708475753112,2340,2659.5,22.291524246888002,319.5,1.0
49,-71.104143,42.379222,-71.090304,42.362369,258.1,True,2546.0679483614563,2546.0679483614563,2550,2808.4,3.932051638543726,258.4000000000001,1.0011623401782257
50,-71.086319,42.362396,-71.103823,42.354241,163.4,True,2567.4784549485726,2567.4784549485726,2580,2743.4,12.521545051427438,163.4000000000001,1.0000000000000004
51,-71.103823,42.354241,-71.089973,42.368276,223.4,True,2587.3147159507193,2587.3147159507193,2778.5,3001.9,191.18528404928065,223.4000000000001,1.0000000000000004
52,-71.086319,42.362396,-71.103823,42.354241,163.4,True,2587.8351011018117,2587.8351011018117,2756.5,2919.9,168.6648988981883,163.4000000000001,1.0000000000000004
53,-71.090304,42.362369,-71.101767,42.359878,104.5,True,2663.3865244673375,2663.3865244673375,2750.4,2854.9,87.0134755326626,104.5,1.0
54,-71.090304,42.362369,-71.101767,42.359878,104.5,True,2675.305474089396,2675.305474089396,2806.6,2911.1,131.29452591060408,104.5,1.0
55,-71.103823,42.354241,-71.089973,42.368276,223.4,True,2756.4501534650167,2756.4501534650167,3004.7,3228.1,248.24984653498313,223.4000000000001,1.0000000000000004
56,-71.102711,42.364923,-71.104143,42.379222,201.5,True,2766.536089910628,2766.536089910628,2915.5,3117.0,148.9639100893719,201.5,1.0
57,-71.101767,42.359878,-71.085837,42.360482,174.7,True,2917.038512019981,2917.038512019981,2940,3114.7,22.961487980018774,174.69999999999982,0.999999999999999
58,-71.089973,42.368276,-71.102711,42.364923,152.6,True,3009.4697211243133,3009.4697211243133,3030,3182.6,20.53027887568669,152.5999999999999,0.9999999999999994
59,-71.101767,42.359878,-71.085837,42.360482,174.7,True,3113.018310339407,3113.018310339407,3120,3294.7,6.98168966059302,174.69999999999982,0.999999999999999
60,-71.103823,42.354241,-71.089973,42.368276,223.4,True,3383.4442296658863,3383.4442296658863,3390,3613.4,6.555770334113731,223.4000000000001,1.0000000000000004
61,-71.090304,42.362369,-71.101767,42.359878,104.5,True,3510.3552834801776,3510.3552834801776,3620.4,3725.5,110.04471651982249,105.09999999999991,1.0057416267942576
62,-71.102711,42.364923,-71.104143,42.379222,201.5,True,3577.718871968243,3577.718871968243,3600,3801.5,22.281128031756907,201.5,1.0
63,-71.102711,42.364923,-71.104143,42.379222,201.5,True,3717.125860758203,3717.125860758203,3814.6,4016.1,97.47413924179682,201.5,1.0
64,-71.102711,42.364923,-71.093499,42.359121,76.7,True,3726.834309785658,3726.834309785658,3981.4,4058.4,254.56569021434188,77.0,1.0039113428943938
65,-71.093499,42.359121,-71.118953,42.373568,192.8,True,3752.401481775115,3752.401481775115,3893.9,4081.0,141.49851822488517,187.0999999999999,0.9704356846473023
66,-71.089973,42.368276,-71.102711,42.364923,152.6,True,3902.8634140257354,3902.8634140257354,3930,4082.6,27.136585974264563,152.5999999999999,0.9999999999999994
67,-71.102711,42.364923,-71.104143,42.379222,201.5,True,3930.186442507754,3930.186442507754,3964.9,4214.4,34.71355749224631,249.49999999999955,1.23821339950372
68,-71.102711,42.364923,-71.093499,42.359121,76.7,True,4018.217925163154,4018.217925163154,4135.1,4212.5,116.88207483684619,77.39999999999964,1.0091264667535806
69,-71.103823,42.354241,-71.089973,42.368276,223.4,True,4024.997362643645,4024.997362643645,4050,4273.4,25.00263735635508,223.39999999999964,0.9999999999999983
70,-71.090304,42.362369,-71.101767,42.359878,104.5,True,4107.20724039822,4107.20724039822,4189.8,4294.3,82.59275960178002,104.5,1.0
71,-71.104143,42.379222,-71.090304,42.362369,258.1,True,4112.716375181941,4112.716375181941,4140,4398.1,27.283624818059252,258.10000000000036,1.0000000000000013
72,-71.093499,42.359121,-71.118953,42.373568,192.8,True,4133.8949989606535,4133.8949989606535,4212.5,4405.3,78.60500103934646,192.80000000000018,1.0000000000000009
73,-71.089973,42.368276,-71.102711,42.364923,152.6,True,4182.326185640119,4182.326185640119,4413.6,4566.2,231.27381435988173,152.59999999999945,0.9999999999999964
74,-71.090304,42.362369,-71.101767,42.359878,104.5,True,4209.680082475703,4209.680082475703,4309.8,4414.3,100.1199175242973,104.5,1.0
75,-71.089973,42.368276,-71.102711,42.364923,152.6,True,4296.998180421326,4296.998180421326,4320,4472.6,23.001819578674258,152.60000000000036,1.0000000000000024
76,-71.104143,42.379222,-71.090304,42.362369,258.1,True,4619.215794034692,4619.215794034692,4620,4878.1,0.7842059653075921,258.10000000000036,1.0000000000000013
77,-71.102711,42.364923,-71.093499,42.359121,76.7,True,4645.79722581489,4645.79722581489,4650,4726.7,4.202774185109774,76.69999999999982,0.9999999999999976
78,-71.101767,42.359878,-71.085837,42.360482,174.7,True,4662.700748751249,4662.700748751249,4680,4854.7,17.299251248750807,174.69999999999982,0.999999999999999
79,-71.118953,42.373568,-71.086319,42.362396,319.5,True,4672.848285752749,4672.848285752749,4680,4999.5,7.1517142472512205,319.5,1.0
80,-71.102711,42.364923,-71.093499,42.359121,76.7,True,4689.865091628306,4689.865091628306,4710,4786.7,20.13490837169411,76.69999999999982,0.9999999999999976
81,-71.090304,42.362369,-71.101767,42.359878,104.5,True,4725.30422316378,4725.30422316378,4740,4844.5,14.69577683621992,104.5,1.0
82,-71.090304,42.362369,-71.101767,42.359878,104.5,True,4788.499302855776,4788.499302855776,4906.6,5011.1,118.1006971442248,104.5,1.0
83,-71.086319,42.362396,-71.103823,42.354241,163.4,True,4983.277592562298,4983.277592562298,5010,5173.4,26.722407437701804,163.39999999999964,0.9999999999999978
84,-71.102711,42.364923,-71.104143,42.379222,201.5,True,5038.063270188687,5038.063270188687,5040,5241.5,1.9367298113129436,201.5,1.0
85,-71.102711,42.364923,-71.093499,42.359121,76.7,True,5184.826146938524,5184.826146938524,5279.1,5355.8,94.27385306147607,76.69999999999982,0.9999999999999976
86,-71.089973,42.368276,-71.102711,42.364923,152.6,True,5205.09617367161,5205.09617367161,5304.6,5457.2,99.50382632839046,152.59999999999945,0.9999999999999964
87,-71.101767,42.359878,-71.085837,42.360482,174.7,True,5239.924022429283,5239.924022429283,5250,5424.7,10.075977570717441,174.69999999999982,0.999999999999999
88,-71.102711,42.364923,-71.104143,42.379222,201.5,True,5269.235566543129,5269.235566543129,5280,5481.5,10.764433456871302,201.5,1.0
89,-71.103823,42.354241,-71.089973,42.368276,223.4,True,5283.4785710434535,5283.4785710434535,5310,5535.1,26.521428956546515,225.10000000000036,1.0076096687555969
90,-71.103823,42.354241,-71.089973,42.368276,223.4,True,5309.535481834176,5309.535481834176,5310,5535.1,0.46451816582430183,225.10000000000036,1.0076096687555969
91,-71.086319,42.362396,-71.103823,42.354241,163.4,True,5389.809994487141,5389.809994487141,5484.4,5647.8,94.59000551285862,163.40000000000055,1.0000000000000033
